Route,Flight_Count,Total_Emissions,Average_Distance,Emissions_per_Flight
HBA/SYD/CNS/BNE/HBA,2,1389.0938722704784,345.435,694.5469361352392
HBA/SYD/HBA,1,425.6760720856923,323.28,425.6760720856923
HBA/SYD_MEL/HBA,1,0.0,74.69,0.0
HDY/BKK/MEL/BKK/HDY,1,3659.888046700661,1029.0,3659.888046700661
HEL/DOH/MEL_DPS/DOH/HEL,1,6437.714142225144,2253.0,6437.714142225144
HEL/EDI,2,881.5817640350554,660.5,440.7908820175277
HEL/LHR,1,0.0,256.0,0.0
HEL/SIN/MEL,1,3450.854915179615,1883.0,3450.854915179615
HEL/SIN/MEL/SIN/HEL,2,11041.996916552936,2960.5,5520.998458276468
HET/TAO,1,186.0680346150969,226.0,186.0680346150969
HGH/TAO,1,132.19753791481128,141.0,132.19753791481128
HGH/XMN/MEL,1,1829.582374333858,1137.0,1829.582374333858
HGU/POM/BNE/MEL,1,0.0,0.0,0.0
HID/CNS/HID,1,375.44100767806407,184.32,375.44100767806407
HID/CNS/MEL/CNS/HID,1,1452.3824501531476,900.24,1452.3824501531476
HID/CNS/MEL_CNS/HID,2,1863.2157328657913,756.0999999999999,931.6078664328957
HIR/BNE,3,874.4867133064766,331.6666666666667,291.49557110215886
HIR/BNE/HIR,1,956.9232975859633,839.0,956.9232975859633
HIR/BNE/MEL/BNE/HIR,6,3152.8561256063604,427.3333333333333,525.4760209343934
HIR/CHY,1,103.29575524429531,415.0,103.29575524429531
HIR/POM/BUA/POM,1,673.8769495207505,1274.0,673.8769495207505
HIR/POM/BUA/POM/HIR,1,1053.1219359676213,1865.0,1053.1219359676213
HKG/DOH/BCN/SVQ/BCN/DOH/HKG,1,5377.720874944548,1553.0,5377.720874944548
HKG/DXB/ATH/DXB/HKG,1,4132.201662213612,1179.0,4132.201662213612
HKG/DXB/CAI/LXR,1,1988.3462925652407,1525.0,1988.3462925652407
HKG/KIX_LAX/OKC_KIX/LAX,1,3070.400149850653,2205.0,3070.400149850653
HKG/KUL,3,1566.5408242905137,137.66666666666666,522.1802747635046
HKG/KUL/TRZ,1,1169.9345682882054,425.0,1169.9345682882054
HKG/MEL,15,26505.424551884338,1513.4,1767.0283034589559
HKG/MEL/HKG,6,28341.68945195013,2092.8333333333335,4723.614908658355
HKG/MNL/HKG,2,470.62323497672816,156.5,235.31161748836408
HKG/NGB/HKG,1,464.67434577056173,175.0,464.67434577056173
HKG/POM/BUA/POM/BNE/NTL,1,2167.000906702605,3452.0,2167.000906702605
HKG/PVG/HKG,1,510.94348404074555,319.0,510.94348404074555
HKG/PVG_PEK/HKG,1,663.6316403323526,562.0,663.6316403323526
HKG/SFO/HKG,1,5001.605897813255,2466.0,5001.605897813255
HKG/SGN/MEL,1,1842.6017389268645,1166.0,1842.6017389268645
HKG/SHE/HKG,1,1053.1219359676213,557.0,1053.1219359676213
HKG/SYD/MEL,1,0.0,0.0,0.0
HKG/TPE,1,168.55186084138438,187.0,168.55186084138438
HKG/TSN/HKG,1,852.768380841913,297.0,852.768380841913
HKG/TSN_PEK/HKG,1,873.0207257643672,371.0,873.0207257643672
HKG/XIY/KMG,1,540.0269423820041,472.0,540.0269423820041
HND/AXT/ITM,2,0.0,0.0,0.0
HND/CNS/HND,1,0.0,871.0,0.0
HND/CTS,3,506.6470640585143,198.66666666666666,168.88235468617142
HND/CTS/HND,10,2870.9899083838473,339.0,287.09899083838474
HND/DXB/GVA/DXB/HND,1,5799.403628151364,1600.0,5799.403628151364
HNL/LAX/HKG/PEK,3,3988.6270026740704,572.6666666666666,1329.5423342246902
HNL/MEL,2,3988.265353657598,1251.5,1994.132676828799
HNL/MEL/SYD/HNL,2,3992.605141855266,2150.65,1996.302570927633
HNL/SAN,1,943.903932992957,355.0,943.903932992957
HNL/SFO/PTY/POA,1,3266.4139167786925,1414.0,3266.4139167786925
HNL/SYD/MEL,1,3196.184812777113,3896.0,3196.184812777113
HNL/SYD/MEL_LAX/JFK_MEL/LAX,1,5759.983885355872,2602.0,5759.983885355872
HNL/SYD/PER,1,2571.6861561352175,1570.0,2571.6861561352175
HNL/YVR/YYZ,1,1732.6604379192559,711.0,1732.6604379192559
HSR/DEL/BLR,1,356.9333523699905,250.0,356.9333523699905
HSV/ATL/AMS/EIN,1,1665.0320718389173,704.0,1665.0320718389173
HVB/MEL,3,329.5023632526671,77.57666666666667,109.83412108422237
HVB/SYD/MEL/BNE/HVB,1,682.8002833300003,512.12,682.8002833300003
HYD/DEL/BLR/BOM/HYD,1,1001.4061266120683,407.0,1001.4061266120683
HYD/DEL/HYD,1,510.94348404074555,178.0,510.94348404074555
HYD/SIN/MEL,2,6095.277871980241,2042.0,3047.6389359901204
IAD/IST/CPH/IST/MEL,1,2795.9085463481038,2886.0,2795.9085463481038
IAD/LHR,1,1327.975188486643,492.0,1327.975188486643
IAD/LHR_IST/DXB/MEL,1,0.0,0.0,0.0
IAD/SFO/MEL,1,3721.730028517441,1708.0,3721.730028517441
IAH/AKL/MEL/AKL/IAH,2,0.0,303.0,0.0
IAH/MIA/GIG/MIA/IAH,1,3716.3052932703554,2433.0,3716.3052932703554
IAH/SFO/MEL/LAX/IAH,2,6806.957788043463,1011.0,3403.4788940217313
IAH/SFO/MEL/SFO/IAH,5,13751.342202346437,811.0,2750.2684404692873
IAH/SFO/MEL_SFO/IAH_MEL/SFO,1,11000.337737240852,6243.0,11000.337737240852
ICN/FRA,2,0.0,18.0,0.0
ICN/HAN/LPQ,1,639.5055896628996,688.0,639.5055896628996
ICN/HKG/MAD,1,2830.2652029129813,1231.0,2830.2652029129813
ICN/HKG/MEL,2,4268.904990440178,606.0,2134.452495220089
ICN/HKG/MEL/HKG/ICN,2,4268.904990440177,832.85,2134.4524952200886
ICN/ITO_ICN/HNL_KOA/SMF,1,2607.1277597495123,1115.0,2607.1277597495123
ICN/PEK/SHA,2,0.0,39.0,0.0
ICN/PVG/MEL,1,1994.1326768287988,174.0,1994.1326768287988
ICN/SYD,2,3744.5139165552023,565.0,1872.2569582776011
ICN/SYD/CBR/MEL,1,2031.0208765089835,1316.0,2031.0208765089835
ICN/SYD/MEL,5,14008.81763209016,1092.8,2801.763526418032
ICN/TPE,2,602.1597852019654,255.5,301.0798926009827
ICN/TPE/ICN,1,602.1597852019654,321.0,602.1597852019654
ICN/VTE,1,651.4033680752326,404.0,651.4033680752326
IGU/CWB/SCL/MEL,1,3184.3195900394585,1810.0,3184.3195900394585
IND/CLT/BWI,2,522.8412624530786,403.0,261.4206312265393
IND/ORD,1,82.75391675998841,287.0,82.75391675998841
IND/ORD/IND,2,333.13114045640407,584.0,166.56557022820203
INN/VIE,1,82.62346119675705,200.0,82.62346119675705
ISA/BNE/MEL/BNE/ISA,1,1325.8052943878085,2024.78,1325.8052943878085
ISB/BKK/MEL,1,2450.1720866004916,934.0,2450.1720866004916
IST/KUL/IST,1,3766.9361555764904,547.9,3766.9361555764904
IST/KUL/MEL,1,3301.4938713765155,411.03,3301.4938713765155
ITM/HND_NRT/MEL,2,3882.663840847658,1742.0,1941.331920423829
IXC/DEL,2,142.84902297855143,37.0,71.42451148927572
Itinerary,1,0.0,,0.0
JAX/EWR/FRA,1,1693.2406951237642,649.0,1693.2406951237642
JDH/DEL/JDH,1,211.51606066369806,140.0,211.51606066369806
JFK/AKL/MEL,5,20894.32839258998,4383.4,4178.8656785179965
JFK/AKL/MEL/SYD/JFK,2,7562.080934437829,2661.2,3781.0404672189143
JFK/AUS/CLT/DCA,1,1037.2093792428357,873.0,1037.2093792428357
JFK/CMH,1,156.65408242905139,331.0,156.65408242905139
JFK/DEL,1,2641.8460653308625,234.0,2641.8460653308625
JFK/GRU/NAT,1,2237.884113931195,894.0,2237.884113931195
JFK/HKG,1,0.0,20.2,0.0
JFK/HKG/MEL,2,9160.569587245824,1093.0,4580.284793622912
JFK/HKG/MEL/HKG/JFK,1,26564.588523272458,7153.0,26564.588523272458
JFK/LAX/MEL/AKL/JFK,1,21927.059488534556,17404.0,21927.059488534556
JFK/ORD,1,238.28606209144732,361.0,238.28606209144732
JFK/SAN,1,879.5304080608703,792.0,879.5304080608703
JFK/SCL/CCP_SCL/MEL,10,9013.740086558031,560.4,901.3740086558031
JFK/SFO,1,930.1612703670058,381.0,930.1612703670058
JNB/BLZ,1,278.60631115546477,174.0,278.60631115546477
JNB/BLZ/JNB,4,2228.850489243718,558.0,557.2126223109295
JNB/CPT/JNB,2,1044.3605495270092,252.0,522.1802747635046
JNB/DOH/MEL,1,0.0,855.0,0.0
JNB/HKG/MEL,4,16265.526164862542,419.25,4066.3815412156355
JNB/SYD/MEL/SYD/JNB,13,46856.87769556054,1815.0,3604.375207350811
KCH/KUL/KIX/CTS,1,1575.3431157537627,927.0,1575.3431157537627
KCH/SIN/MEL,2,3032.06535410458,373.0,1516.03267705229
KEF/MXP,1,870.5033967878653,779.0,870.5033967878653
KEF/ZRH,1,538.7049670028559,321.0,538.7049670028559
KGL/JNB/BUQ,1,693.7065802079721,779.0,693.7065802079721
KIX/CTS,1,220.4393944729478,130.0,220.4393944729478
KKE/AKL/CHC/AKL/KKE,1,392.6266876069895,712.0,392.6266876069895
KKE/AKL/MEL,1,584.3131175834659,728.0,584.3131175834659
KKE/AKL/MEL/AKL,1,1231.7765501049853,920.0,1231.7765501049853
KKE/AKL/MEL/AKL/KKE,2,2557.581844492794,955.5,1278.790922246397
KKE/AKL/MEL_SYD/AKL/KKE,1,1176.805899601181,756.0,1176.805899601181
KNU/DEL/COK,1,504.00311330021805,458.21,504.00311330021805
KNX/BME/MEL/PER/BME/KNX,1,2011.8534786359464,2325.88,2011.8534786359464
KNX/DRW,1,90.55531347164573,343.25,90.55531347164573
KNX/DRW/KNX,1,181.11062694329146,624.42,181.11062694329146
KNX/DRW/MEL,3,1470.0366216127018,644.57,490.0122072042339
KNX/DRW_MEL/ADL/DRW/KNX,1,932.6928134823127,1105.53,932.6928134823127
KNX/PER,1,453.43755504780273,296.26,453.43755504780273
KNX/PER/MEL/PER/KNX,1,2208.2288945804585,1269.17,2208.2288945804585
KTM/BKK/MEL,1,2150.3650519448747,1301.0,2150.3650519448747
KTM/BKK/MNL/BKK/KTM,3,3959.3334323398058,259.0,1319.7778107799352
KTM/CMB/DEL,1,1708.6049515081127,803.0,1708.6049515081127
KTM/DEL,1,167.22988546223627,206.0,167.22988546223627
KTM/HKG/MEL/HKG/KTM,8,18603.948705373063,919.5,2325.493588171633
KTM/KUL/MEL,1,2153.2582440766537,478.0,2153.2582440766537
KTM/KUL/MEL/KUL/KTM,1,4323.875640943982,1453.0,4323.875640943982
KTM/SIN/BNE_SYD/SIN/KTM,1,4381.739483579566,2820.0,4381.739483579566
KTM/TFU/MEL/TFU/KTM,1,4726.029347261288,1360.0,4726.029347261288
KUL/BKK/VTE,1,354.61989545648123,260.0,354.61989545648123
KUL/CGK,1,239.27754362580842,56.0,239.27754362580842
KUL/CGK/KUL,1,478.55508725161684,131.0,478.55508725161684
KUL/DEL/KUL/MEL,1,0.0,0.0,0.0
KUL/DOH/DMM/DOH/KUL,2,2749.2558232231645,912.5,1374.6279116115822
KUL/DXB/BUD/DXB/KUL,1,4292.050527494412,894.0,4292.050527494412
KUL/HKG,1,519.8668178499954,304.0,519.8668178499954
KUL/MEL,7,9836.615444549238,965.2857142857143,1405.2307777927483
KUL/MEL/KUL,6,17107.445075210286,1772.8333333333333,2851.240845868381
KUL/MEL_SYD/KUL,2,5811.699694711425,1012.5,2905.8498473557124
KUL/MNL/KUL,1,1118.218758932653,566.0,1118.218758932653
KUL/SIN,12,1164.4658286941226,181.58333333333334,97.03881905784355
KUL/SIN/MEL,5,4142.523674177899,674.4,828.5047348355798
KUL/SIN/MEL/CBR,1,1534.1151278759098,805.0,1534.1151278759098
KUL/SYD/KUL,3,14505.90473485578,2784.3333333333335,4835.30157828526
LAO/MNL,1,84.93691811026625,175.0,84.93691811026625
LAS/HNL/SYD,1,2846.9010576707115,1344.0,2846.9010576707115
LAS/ORD/LGA_DCA/BNA,2,2019.4481079818668,1066.5,1009.7240539909334
LAS/SEA/LAX,1,599.5158344436693,914.0,599.5158344436693
LAX/AKL/MEL,1,2951.055974414762,1752.0,2951.055974414762
LAX/AKL/MEL_LAX/SFO_MEL/LAX_SFO/CMH,1,6714.013990810056,2171.0,6714.013990810056
LAX/ATL_MEL/LAX_ATL/LAX/MEL,2,14283.689554593806,2262.0,7141.844777296903
LAX/AUS,1,409.48187369112793,482.0,409.48187369112793
LAX/BCN_CPH/LHR/SAN,1,4379.207940464259,3263.0,4379.207940464259
LAX/BNE,1,2610.0209518812912,2747.0,2610.0209518812912
LAX/BOS_MEL/LAX_BOS/DFW/MEL,4,15293.413608584737,1122.0,3823.353402146184
LAX/BOS_MEL/LAX_OMA/LAX/MEL,1,7159.203930087578,3503.0,7159.203930087578
LAX/BWI_MEL/LAX_BWI/SFO/MEL,1,7439.481917853685,1783.0,7439.481917853685
LAX/CLT_MEL/LAX_CLT/LAX/MEL,1,7270.591827161076,3128.0,7270.591827161076
LAX/DEN,1,279.26729884503885,189.0,279.26729884503885
LAX/DEN/SAF/DEN/SLC/LAX,4,1735.1919810345623,528.15,433.7979952586406
LAX/DEN_MEL/LAX_DEN/LAX/MEL,1,6347.663537123518,1078.0,6347.663537123518
LAX/DEN_MEL/LAX_DEN/MSN_EWR/LAX/MEL,1,7234.426925513836,2274.0,7234.426925513836
LAX/DEN_MEL/LAX_DEN/SAT/IAH/LAX/MEL,1,6899.901585276869,3485.0,6899.901585276869
LAX/DEN_MEL/LAX_DEN/SFO/MEL,1,6363.214444831831,1078.0,6363.214444831831
LAX/DEN_MEL/LAX_DEN/YYC/DEN/LAX/MEL,1,20293.122302618314,8598.0,20293.122302618314
LAX/EWR,1,889.2949315056251,403.0,889.2949315056251
LAX/EWR_MEL/LAX,2,0.0,100.0,0.0
LAX/EWR_MEL/LAX/MEL,1,0.0,1124.0,0.0
LAX/EWR_MEL/LAX_EWR/LAX/MEL,1,7515.066562296416,1656.0,7515.066562296416
LAX/EWR_MEL/LAX_EWR/SFO/MEL,2,15064.128132141244,1079.0,7532.064066070622
LAX/EWR_MEL/LAX_JFK/LHR/SIN/MEL,1,8805.791902086405,2476.0,8805.791902086405
LAX/HKG/LAX,2,0.0,221.5,0.0
LAX/HNL/SYD,3,2762.9984858491157,339.3333333333333,920.9994952830385
LAX/IAD/LAX,1,1659.245687575359,702.0,1659.245687575359
LAX/IAD_MEL/LAX_DCA/DFW/MEL,1,7397.168982926414,4173.0,7397.168982926414
LAX/IAD_MEL/LAX_DCA/SFO/MEL,1,7419.591221947704,3596.0,7419.591221947704
LAX/IAD_MEL/LAX_IAD/CHO_SFO/MEL,1,6572.970874385824,925.0,6572.970874385824
LAX/IAD_MEL/LAX_IAD/LAX/SYD,1,7243.106501909173,2161.0,7243.106501909173
LAX/IAD_MEL/LAX_IAD/RDU/IAD/LAX/MEL,1,7559.187742306049,2550.0,7559.187742306049
LAX/IAH_MEL/LAX_IAH/BTR_SMF/SFO/MEL,1,6336.452417612873,881.0,6336.452417612873
LAX/IAH_MEL/LAX_IAH/BWI/DFW/LAX/MEL,1,7572.207106899058,3414.0,7572.207106899058
LAX/IAH_MEL/LAX_IAH/MSY/SFO/MEL,1,7017.79916464687,847.0,7017.79916464687
LAX/IAH_MEL/LAX_IAH/SJU/DEN/SFO/MEL,1,7281.079648638775,2614.0,7281.079648638775
LAX/IAH_SYD/LAX_IAH/PTY/IAH/LAX/MEL,1,7862.249618109918,2064.0,7862.249618109918
LAX/JFK_LGA/MSY/LAX,1,1923.6111186166813,806.0,1923.6111186166813
LAX/JFK_MEL/LAX/MEL,1,0.0,831.0,0.0
LAX/JFK_MEL/LAX/SYD/MEL,1,0.0,669.0,0.0
LAX/JFK_MEL/LAX_JFK/AKL/MEL,2,34024.42228099362,11226.0,17012.21114049681
LAX/JFK_MEL/LAX_JFK/LAX/MEL,1,7524.469436724698,3494.0,7524.469436724698
LAX/JFK_MEL/LAX_LGA/MSP_ORD/LAX/MEL,1,7629.709300518167,2797.0,7629.709300518167
LAX/MEL,12,32117.869055214283,2395.3333333333335,2676.4890879345235
LAX/MEL/LAX,3,17209.4300978555,2640.0,5736.476699285166
LAX/MEL/NRT,1,4709.031843487085,1923.0,4709.031843487085
LAX/MEL/SYD/LAX,1,5741.901434532252,1749.0,5741.901434532252
LAX/MIA_MEL/LAX_MIA/LHR,1,15418.577989307205,19065.0,15418.577989307205
LAX/MIA_MEL/LAX_PBI/DFW/MEL,1,21416.3230254144,19762.0,21416.3230254144
LAX/MSP/LAX,3,3319.937971216608,543.6666666666666,1106.645990405536
LAX/NAN/MEL,1,2868.5999986590555,1318.0,2868.5999986590555
LAX/ORD,2,1154.0845059963026,543.0,577.0422529981513
LAX/ORD/CMH/ORD/LAX,1,1469.7416029438232,589.0,1469.7416029438232
LAX/ORD/MAD/TRN/MAD/JFK/LAX,1,4811.740164165246,2614.0,4811.740164165246
LAX/ORD_MEL/LAX_ORD/DAY/DFW/MEL,1,7166.798559433498,3477.0,7166.798559433498
LAX/ORD_MEL/LAX_ORD/LAX/MEL,2,13998.710129613555,3341.5,6999.355064806778
LAX/PDX_MEL/LAX,1,3166.5987882323107,1787.0,3166.5987882323107
LAX/PHL,1,866.1493944513917,532.0,866.1493944513917
LAX/PHL/LAX,1,1732.2987889027834,494.0,1732.2987889027834
LAX/PHL_MEL/LAX,1,10829.291002420503,9595.0,10829.291002420503
LAX/PHL_MEL/LAX_PHL/LAX/MEL,2,21658.582004841006,7449.0,10829.291002420503
LAX/SAN,2,117.23471540998356,452.0,58.61735770499178
LAX/SAN_MEL/LAX,2,5822.549165205597,1419.0,2911.2745826027985
LAX/SAN_MEL/LAX_SAN/SFO/MEL,3,17754.07351666293,1990.3333333333333,5918.02450555431
LAX/SAN_MEL/LAX_SFO/MEL,1,5755.644097158204,1171.0,5755.644097158204
LAX/SAT/LAX,1,876.6372159290911,261.0,876.6372159290911
LAX/SAT_SYD/LAX_SAT/LAX/SYD,1,18292.12605696479,13782.0,18292.12605696479
LAX/SEA,1,315.2911279268249,307.0,315.2911279268249
LAX/SEA/LAX,1,0.0,131.0,0.0
LAX/SEA_MEL/LAX,2,0.0,150.0,0.0
LAX/SEA_MEL/LAX_EWR/SFO/MEL,1,6984.889104147882,2268.0,6984.889104147882
LAX/SEA_MEL/LAX_SEA/LAX/MEL,3,19262.149915352828,2684.3333333333335,6420.716638450943
LAX/SEA_MEL/LAX_SFO/LAX/MEL,1,9920.092073690006,7024.0,9920.092073690006
LAX/SFO,2,111.37642569322851,186.1,55.688212846614256
LAX/SFO/LAX,1,222.75285138645702,237.0,222.75285138645702
LAX/SFO_MEL/LAX_SFO/LAX/MEL,4,21528.18112145042,3473.25,5382.045280362605
LAX/SFO_MEL/LAX_SFO/SYD/MEL,1,5837.376774880966,3191.0,5837.376774880966
LAX/SJC,1,101.79210419440469,243.0,101.79210419440469
LAX/SLC/DEN/ATL/DEN/LAX,3,1527.243796562934,616.6666666666666,509.081265520978
LAX/SLC/LAX,1,386.0168107112489,219.0,386.0168107112489
LAX/SYD/MEL,5,8620.989254669006,1144.8,1724.1978509338012
LAX/TPA_MEL/LAX_TPA/LAX/MEL,1,7293.737364215309,1906.0,7293.737364215309
LAX/TUS_MEL/LAX_TUS/LAX/MEL,1,9704.274380864905,8791.0,9704.274380864905
LAX/YUL,1,889.2949315056251,423.0,889.2949315056251
LAX/YVR_MEL/LAX_YVR/LAX/MEL,1,6511.128892569041,3364.0,6511.128892569041
LAX/YYC,2,395.60113221007276,467.3,197.80056610503638
LAX/YYC/YHZ/YYZ/DFW/SYD/PER,1,0.0,0.0,0.0
LAX/YYZ/BDL,2,1837.9003017127231,497.0,918.9501508563616
LAX/YYZ/IAD/BDL,2,0.0,0.0,0.0
LAX/YYZ_MEL/LAX_YYZ/LAX/MEL,2,14617.8532458143,3544.5,7308.92662290715
LBA/AMS/LBA,1,191.02544228690232,296.0,191.02544228690232
LBJ/DPS,1,107.41049955578418,93.0,107.41049955578418
LCA/ATH/FCO,4,1235.3859918139115,464.25,308.84649795347786
LCA/BEG/BER,1,532.4255839519024,370.3,532.4255839519024
LCA/MUC,1,480.868544165126,879.0,480.868544165126
LCY/AMS,1,106.89047581498502,257.0,106.89047581498502
LCY/EDI/LCY,1,218.12593755943863,328.0,218.12593755943863
LCY/RTM/LCY,1,196.30942205466673,843.0,196.30942205466673
LEX/ORD/LGA/ORD/LEX,2,684.7832463987224,173.0,342.3916231993612
LEX/ORD/SFO/MEL_SFO/ORD_MEL/SFO_ORD/LEX,1,7255.402568469235,1856.0,7255.402568469235
LGA/CHO,1,98.81765959132143,208.0,98.81765959132143
LGA/DCA/LAX/MEL,2,0.0,0.0,0.0
LGA/MIA/DFW,8,1458.7998308899425,166.5,182.34997886124282
LGA/MIA/LGA,1,727.086458531462,713.0,727.086458531462
LGA/ORD,1,238.28606209144732,669.0,238.28606209144732
LGW/BIO/LGW,1,387.9997737799711,755.0,387.9997737799711
LGW/CHQ/LGW,1,1205.7378209189726,686.89,1205.7378209189726
LGW/DOH/MEL,1,0.0,80.0,0.0
LGW/PMI,1,278.2758173106777,320.0,278.2758173106777
LGW/SIN/MEL/SIN/LHR,1,12152.329765162509,7119.0,12152.329765162509
LGW/SIN/MEL_ADL/SIN/LGW,4,29814.344917984447,1574.5,7453.586229496112
LHE/BKK/MEL,2,4799.082448588712,623.0,2399.541224294356
LHE/DOH/MEL,1,3211.081617258416,1647.0,3211.081617258416
LHE/DXB/IST,1,1122.5585471303214,700.0,1122.5585471303214
LHE/IST/SEA/IST/AMS,1,5851.4810865233885,828.0,5851.4810865233885
LHR/AMS,3,320.67142744495504,262.6666666666667,106.89047581498501
LHR/AMS/AAL/AMS/LHR,1,399.8975521923041,601.0,399.8975521923041
LHR/AMS/BGO/AMS/LHR,1,508.96052097202346,629.0,508.96052097202346
LHR/AMS/LHR,1,143.43432863757025,293.0,143.43432863757025
LHR/AUH/KUL/AUH/LHR,1,4977.0137646931325,1203.0,4977.0137646931325
LHR/AUH/MEL,3,0.0,234.0666666666667,0.0
LHR/AUH/MEL/AUH/LHR,2,15412.034485987684,1724.0,7706.017242993842
LHR/AUH/MEL_SYD/AUH/LHR,2,7795.706199078997,752.0,3897.8530995394985
LHR/BCN,2,473.92817342459847,524.0,236.96408671229923
LHR/BER,1,293.9684022182256,571.0,293.9684022182256
LHR/BHD_DUB/LHR,1,202.26223300966126,117.0,202.26223300966126
LHR/BOS,1,1181.507336815322,3048.0,1181.507336815322
LHR/BRU,1,0.0,103.0,0.0
LHR/BSL/LHR,2,290.83458341258483,535.0,145.41729170629242
LHR/CAN/MEL,1,3825.523296245019,1799.04,3825.523296245019
LHR/CDG,1,108.36822432855628,182.0,108.36822432855628
LHR/CGN,1,158.13814554403706,381.0,158.13814554403706
LHR/CPH,1,196.31334380349477,224.0,196.31334380349477
LHR/CPH_ARN/LHR,1,490.4528656639499,570.0,490.4528656639499
LHR/DEL/LHR,1,8744.39554311274,7742.0,8744.39554311274
LHR/DOH/BNE,1,11441.755262096423,5571.0,11441.755262096423
LHR/DOH/DXB/DOH/LHR,1,2517.0771546478854,129.0,2517.0771546478854
LHR/DOH/MEL,4,11578.554911380274,1046.25,2894.6387278450684
LHR/DOH/MEL/DOH/LHR,4,15438.073215173697,720.75,3859.5183037934244
LHR/DOH/MEL_BNE/DOH/LHR,4,22627.61792254743,2453.0,5656.904480636857
LHR/DOH/MEL_NRT/DOH/LHR,1,6893.753551996838,4626.0,6893.753551996838
LHR/DOH/MEL_SYD/DOH/LHR,1,7817.405140067343,1475.0,7817.405140067343
LHR/DOH/SYD_MEL/DOH/LHR,1,7817.405140067343,1346.0,7817.405140067343
LHR/DUB,3,333.1349433643585,485.6666666666667,111.04498112145284
LHR/DUB/LHR,3,571.0933637919848,252.66666666666666,190.36445459732826
LHR/DXB/MEL,3,17547.605962117574,6022.900000000001,5849.201987372525
LHR/DXB/MEL/DXB/LHR,2,15490.873971578669,4489.5,7745.436985789334
LHR/DXB/MEL/SIN/LHR,1,22321.385792709465,6527.0,22321.385792709465
LHR/FCO,1,445.1663156694209,1354.0,445.1663156694209
LHR/FLR/LHR,1,750.5365277544579,1721.0,750.5365277544579
LHR/GVA,2,308.0202633415103,249.5,154.01013167075516
LHR/GVA/LHR,2,924.0423300755016,663.0,462.0211650377508
LHR/HAJ/LHR,2,419.38831075315153,759.25,209.69415537657576
LHR/HAM,1,148.39173630937566,319.0,148.39173630937566
LHR/HEL,1,374.78001998849,286.0,374.78001998849
LHR/HEL/LHR,2,1499.12007995396,352.0,749.56003997698
LHR/HER/LHR,2,7085.288593100224,1044.0,3542.644296550112
LHR/HKG/LHR,1,12521.957637894711,6053.0,12521.957637894711
LHR/HKG/MEL,2,3826.246594277964,2427.5,1913.123297138982
LHR/HKG/MEL/HKG/LHR,1,7652.493188555928,3413.0,7652.493188555928
LHR/HKG/MEL_SYD/HKG/LHR,1,7643.451963144117,1396.0,7643.451963144117
LHR/IAD,1,2124.618144916285,3728.0,2124.618144916285
LHR/JFK/LHR,1,2501.1645979231002,366.0,2501.1645979231002
LHR/KEF/AMS/BEG,2,1197.4198935401078,663.3,598.7099467700539
LHR/KUL/MEL,4,11396.283807078184,609.75,2849.070951769546
LHR/KUL/MEL/KUL/LHR,1,7597.522538052126,1557.0,7597.522538052126
LHR/LIS,1,325.8669309600098,129.0,325.8669309600098
LHR/MAD/GRX/BCN/LHR,1,711.5532478264718,1121.0,711.5532478264718
LHR/MAD_VIE/LHR,1,517.2228670916992,1381.0,517.2228670916992
LHR/MAN,1,75.3651741921323,209.0,75.3651741921323
LHR/MEL,3,9868.850661055863,1844.6666666666667,3289.616887018621
LHR/MEL/LHR,3,31883.666490434887,5191.2,10627.888830144962
LHR/MUC,3,665.1131681753686,480.3333333333333,221.70438939178953
LHR/MXP,1,196.6438376482818,473.0,196.6438376482818
LHR/OSL,1,243.2434697632528,43.0,243.2434697632528
LHR/PER/MEL,5,15096.805859257307,2798.8,3019.361171851461
LHR/PER/MEL/PER/LHR,2,15484.36428928217,3161.5,7742.182144641085
LHR/PHX/LAX/MEL/SIN/LHR,2,8705.25347550708,1722.0,4352.62673775354
LHR/PRG,1,315.7805602242996,554.0,315.7805602242996
LHR/RAK,2,949.178322228345,591.0,474.5891611141725
LHR/SEA,1,1731.937139886311,1934.0,1731.937139886311
LHR/SIN/BNE_SYD/SIN/LHR,4,7672.022235445436,1323.25,1918.005558861359
LHR/SIN/MEL,4,7595.352643953289,746.635,1898.8381609883222
LHR/SIN/MEL/DOH/LHR,2,7657.194625770071,7224.8,3828.5973128850355
LHR/SIN/MEL/SIN/LHR,4,15190.705287906578,1800.75,3797.6763219766444
LHR/SIN/MEL_SYD/LHR,1,7614.881690842799,1529.0,7614.881690842799
LHR/SIN/SYD_MEL/PER/SIN/LHR,1,7778.347046288321,3211.0,7778.347046288321
LHR/SYD/ADL,1,4074.337819578028,3264.0,4074.337819578028
LHR/VIE,3,773.3555968016461,349.3333333333333,257.78519893388204
LHR/YUL/YQB_YYZ/LHR,2,5028.367925032212,239.0,2514.183962516106
LIM/AMS/VIE,1,4154.3459369550455,2150.0,4154.3459369550455
LIN/DUB/BOS,1,1397.0501506328708,869.0,1397.0501506328708
LIN/HAM,4,376.10199536763815,73.0,94.02549884190954
LIN/LHR,2,0.0,0.0,0.0
LIN/LUX,1,105.09704264227497,270.0,105.09704264227497
LIN/ORY,1,193.33503687202023,398.0,193.33503687202023
LIS/AMS/WAW/AMS/LIS,1,1325.8052943878085,439.0,1325.8052943878085
LIS/DUB/LIS,1,1014.2653472824444,386.0,1014.2653472824444
