Route,Flight_Count,Total_Emissions,Average_Distance,Emissions_per_Flight
MEL/DOH/MAN/DOH/MEL,4,31214.649909765554,1385.75,7803.662477441389
MEL/DOH/MAN_LGW/DOH/MEL,1,7758.456350382339,1901.0,7758.456350382339
MEL/DOH/MAN_LHR/DOH/MEL,1,7761.349542514119,1808.0,7761.349542514119
MEL/DOH/MAN_LYS/DOH/MEL,1,6588.160133077662,1565.0,6588.160133077662
MEL/DOH/MUC/DOH/MEL,5,50405.791978664274,2939.8,10081.158395732855
MEL/DOH/MUC_BER/DOH/MEL,4,29303.69650672542,1574.0,7325.924126681355
MEL/DOH/MUC_VIE/DOH/MEL,3,7230.810435349111,972.3333333333334,2410.2701451163703
MEL/DOH/MXP/DOH/MEL,9,51393.21843285945,1638.4444444444443,5710.35760365105
MEL/DOH/MXP_BRU/DOH/MEL,1,7456.479421627889,1608.0,7456.479421627889
MEL/DOH/MXP_FCO/DOH/MEL,2,18878.313983677555,1764.0,9439.156991838778
MEL/DOH/MXP_LIN/LHR/LAX/MEL,2,0.0,170.5,0.0
MEL/DOH/MXP_VIE/DOH/MEL,1,7249.254535189205,2533.0,7249.254535189205
MEL/DOH/NBO/DOH/MEL,2,13760.021778741773,1356.5,6880.010889370887
MEL/DOH/ORD/DOH/MEL,2,0.0,0.0,0.0
MEL/DOH/OSL/BGO_AMS/DOH/MEL,1,7665.150904132462,2119.0,7665.150904132462
MEL/DOH/OSL/BGO_CDG/DOH/MEL,1,0.0,334.6,0.0
MEL/DOH/OSL/BGO_OSL/DOH/MEL,1,7673.830480527799,1849.0,7673.830480527799
MEL/DOH/OSL/DOH/MEL,1,7601.139028216848,2792.0,7601.139028216848
MEL/DOH/OTP,1,3390.8211784451973,1089.0,3390.8211784451973
MEL/DOH/PRG/DOH/MEL,1,7269.145231095186,1526.0,7269.145231095186
MEL/DOH/PRG_LHR/DOH/MEL,1,7494.090919341018,1585.0,7494.090919341018
MEL/DOH/RAK/CMN/DOH/MEL,1,8006.909224698877,1515.0,8006.909224698877
MEL/DOH/SAW/DLM/SAW/DOH/MEL,2,13592.216635098586,1351.0,6796.108317549293
MEL/DOH/TBS/DOH/MEL,3,30762.58321489083,3532.0,10254.19440496361
MEL/DOH/TLS/LHR/DOH/MEL,1,6746.2007532761,2061.0,6746.2007532761
MEL/DOH/TLS_CPH/DOH/MEL,1,6408.420571890881,1306.0,6408.420571890881
MEL/DOH/TLS_HEL/DOH/MEL,2,12725.705591630716,1343.0,6362.852795815358
MEL/DOH/TUN/DOH/MEL,1,7218.51436878905,1978.0,7218.51436878905
MEL/DOH/VCE/DOH/MEL,1,7240.936607810339,2533.0,7240.936607810339
MEL/DOH/VIE/DOH/MEL,1,7156.310737955798,1468.0,7156.310737955798
MEL/DOH/VIE_BRU/DOH/MEL,1,7363.535624394484,2094.0,7363.535624394484
MEL/DOH/VIE_PRG/DOH/MEL,3,0.0,562.0,0.0
MEL/DOH/WAW_MXP/DOH/MEL,1,7243.829799942118,0.0,7243.829799942118
MEL/DOH/WAW_VIE/DOH/MEL,1,7150.886002708712,1624.0,7150.886002708712
MEL/DOH/YUL/DOH/MEL,3,10049.502869734977,847.6666666666666,3349.834289911659
MEL/DOH/YUL_BEG/DOH/MEL,1,8508.154761529619,2201.0,8508.154761529619
MEL/DOH/ZRH/OPO_BCN/DOH/MEL,1,7818.490087116758,1930.0,7818.490087116758
MEL/DPS,22,20302.87048352902,507.54545454545456,922.8577492513191
MEL/DPS/CGK,2,2407.1358536402768,287.0,1203.5679268201384
MEL/DPS/CGK/DPS/MEL,1,2407.1358536402768,1807.0,2407.1358536402768
MEL/DPS/CGK/ICN/CGK/MEL,1,4741.941903986074,1787.0,4741.941903986074
MEL/DPS/CGK/LOP,1,1447.6810129390065,1075.0,1447.6810129390065
MEL/DPS/CGK/MEL,1,2370.970951993037,1382.0,2370.970951993037
MEL/DPS/CGK/YIA,1,1295.065127987655,1012.0,1295.065127987655
MEL/DPS/CGK/YIA/CGK/MEL,4,10231.773974037063,1097.0,2557.943493509266
MEL/DPS/CGK/YIA/DPS/MEL,10,24085.82449706166,865.2,2408.5824497061662
MEL/DPS/DXB/GLA_STN/DXB/MEL,2,15765.003926064745,2792.0,7882.501963032372
MEL/DPS/MEL,20,35289.04818945116,859.6129999999999,1764.452409472558
MEL/DPS/SUB,1,1054.5685320335108,474.0,1054.5685320335108
MEL/DPS/SUB/DPS/MEL,4,8436.548256268086,1530.5,2109.1370640670216
MEL/DPS/SYD/MEL,1,2178.2120262132494,1670.0,2178.2120262132494
MEL/DPS/YIA,2,2222.694855239354,1270.0,1111.347427619677
MEL/DPS/YIA/CGK/DPS/MEL,2,4820.781389577056,1158.0,2410.390694788528
MEL/DPS/YIA/DPS,1,1241.1794245332676,1289.0,1241.1794245332676
MEL/DPS/YIA/DPS/MEL,7,13349.188496029132,965.7142857142857,1907.0269280041616
MEL/DRW,55,31897.770178107643,300.1887272727273,579.9594577837753
MEL/DRW/ADL/MEL,3,4319.174203729842,1042.2733333333333,1439.7247345766139
MEL/DRW/ASP,1,0.0,41.14,0.0
MEL/DRW/ASP/MEL,1,1418.3874426047423,671.67,1418.3874426047423
MEL/DRW/BNE,1,1346.0576393102629,750.82,1346.0576393102629
MEL/DRW/BNE/MEL,7,11589.404381874447,880.9985714285714,1655.6291974106352
MEL/DRW/DIL,1,867.2343415008088,755.0,867.2343415008088
MEL/DRW/GOV/CNS/MEL,3,1616.5711036316163,1209.98,538.8570345438721
MEL/DRW/MEL,70,77286.83506213345,618.6285714285714,1104.0976437447637
MEL/DRW/SYD/MEL,7,10979.30249108551,1260.8785714285714,1568.4717844407871
MEL/DRW_GOV/DRW/MEL,1,1555.8140688642534,1821.54,1555.8140688642534
MEL/DXB/ACC/DXB/MEL,3,40012.622637801556,6559.0,13337.540879267186
MEL/DXB/ADD/DXB/MEL,1,6469.177606658243,2268.0,6469.177606658243
MEL/DXB/AMS,4,15319.45233777075,1795.5,3829.8630844426875
MEL/DXB/AMS/DFW/DEN/LAX/MEL,1,0.0,577.7,0.0
MEL/DXB/AMS/DXB/MEL,14,100998.97411055441,2542.0,7214.212436468172
MEL/DXB/AMS/SIN/MEL,1,7549.423218861293,2093.0,7549.423218861293
MEL/DXB/AMS/SIN/SYD,1,7602.585624282736,2419.0,7602.585624282736
MEL/DXB/AMS_FRA/DXB/MEL,1,7586.673067557951,1922.0,7586.673067557951
MEL/DXB/AMS_LHR/SIN/MEL,1,7627.539406419332,1877.0,7627.539406419332
MEL/DXB/ARN/DXB/MEL,6,63728.84009954773,5147.0,10621.473349924621
MEL/DXB/ARN_BCN/DXB/MEL,1,21985.788938092523,10527.0,21985.788938092523
MEL/DXB/ARN_MAN/DXB/MEL,3,23065.974270609502,1865.3333333333333,7688.658090203167
MEL/DXB/ARN_RIX/DXB/MEL,1,7391.744247679329,2438.0,7391.744247679329
MEL/DXB/ATH/DXB/MEL,4,27230.72434430563,3006.5,6807.681086076407
MEL/DXB/ATH_AMS/DXB/SIN/MEL,1,7236.5968196126705,3622.0,7236.5968196126705
MEL/DXB/ATH_BLQ/DXB/MEL,1,7081.449391546014,3621.0,7081.449391546014
MEL/DXB/BCN,1,3832.7562765744665,1485.0,3832.7562765744665
MEL/DXB/BCN/DXB/MEL,11,68989.6129783404,2660.2000000000003,6271.782998030946
MEL/DXB/BCN/DXB/SIN/MEL,1,7668.405745280713,2412.0,7668.405745280713
MEL/DXB/BCN/JFK/AKL/MEL,1,9015.909980656868,2042.0,9015.909980656868
MEL/DXB/BCN_CDG/DXB/MEL,1,7679.255215774888,1832.0,7679.255215774888
MEL/DXB/BCN_LCA/DXB/MEL,1,7027.5636880916245,3155.0,7027.5636880916245
MEL/DXB/BCN_MUC/DXB/MEL,1,7527.000979840005,3334.0,7527.000979840005
MEL/DXB/BHX/DXB/MEL,4,-12568.34295857068,50.0,-3142.08573964267
MEL/DXB/BHX_LHR/SIN/MEL,1,7725.546289883352,2047.0,7725.546289883352
MEL/DXB/BLQ/DXB/MEL,12,73552.17697015617,2119.75,6129.348080846347
MEL/DXB/BLQ_BOS/LAX/MEL,2,14975.16247408903,2784.0,7487.581237044515
MEL/DXB/BLQ_GVA/DXB/MEL,1,7453.586229496112,2052.0,7453.586229496112
MEL/DXB/BRU,1,3826.608243294436,1357.0,3826.608243294436
MEL/DXB/BRU/DXB/MEL,12,132397.16100125905,4048.4166666666665,11033.096750104922
MEL/DXB/BRU/DXB/SIN/MEL,1,22201.82941325218,9200.0,22201.82941325218
MEL/DXB/BRU/LHR/SIN/MEL,1,7698.784262664394,2162.0,7698.784262664394
MEL/DXB/BRU_AMS/DXB/MEL,1,22202.87815342286,10527.0,22202.87815342286
MEL/DXB/BRU_BER/MUC/DXB/MEL,1,22115.832719256592,9786.0,22115.832719256592
MEL/DXB/BRU_CPH/DXB/MEL,1,7578.355140179086,2004.0,7578.355140179086
MEL/DXB/BRU_DUS/DXB/MEL,1,7620.306426089884,2937.0,7620.306426089884
MEL/DXB/BRU_WAW/DXB/MEL,1,21551.610507431855,9283.0,21551.610507431855
MEL/DXB/BRU_ZRH/DXB/MEL,2,21942.79059109473,5066.25,10971.395295547365
MEL/DXB/BUD/DXB/MEL,7,49987.850354847724,2563.5714285714284,7141.12147926396
MEL/DXB/CAI/DXB/MEL,2,12845.773065099553,2339.5,6422.886532549776
MEL/DXB/CAI/LXR_CAI/DXB/MEL,4,26150.117083086105,2721.25,6537.529270771526
MEL/DXB/CDG/DXB/MEL,8,46157.987270405014,2003.875,5769.748408800627
MEL/DXB/CDG/LHR/SIN/MEL,1,7723.73804480099,3101.0,7723.73804480099
MEL/DXB/CDG_AMS/LHR/YUL/DFW/MEL,1,8919.711342275208,2869.0,8919.711342275208
MEL/DXB/CDG_AMS/VIE/DXB/MEL,1,7679.616864791357,8978.0,7679.616864791357
MEL/DXB/CDG_BCN/DXB/MEL,1,0.0,34.0,0.0
MEL/DXB/CDG_BCN/DXB/SIN/MEL,1,7682.148407906664,2941.0,7682.148407906664
MEL/DXB/CDG_BRU/DXB/MEL,3,7673.107182494855,899.6666666666666,2557.702394164952
MEL/DXB/CDG_GVA/DXB/ADD/DXB/MEL,1,8753.714443714378,2925.0,8753.714443714378
MEL/DXB/CDG_TLV/DXB/MEL,1,20284.732381252892,12698.0,20284.732381252892
MEL/DXB/CMB/DXB/MEL,1,6817.0839605046895,1739.0,6817.0839605046895
MEL/DXB/CPH/AAL_KEF/OSL/DXB/MEL,1,8028.608165687221,3514.0,8028.608165687221
MEL/DXB/CPH/DXB/DPS/MEL,2,43526.912043817596,10527.0,21763.456021908798
MEL/DXB/CPH/DXB/MEL,12,120052.55235570173,4132.158333333334,10004.379362975144
MEL/DXB/CPH/LHR/MEL,1,22510.159023431497,3520.0,22510.159023431497
MEL/DXB/CPH_BRU/DXB/MEL,3,21976.350276556423,3066.6666666666665,7325.450092185474
MEL/DXB/CPH_FCO/DXB/MEL,1,21439.39530916931,9200.0,21439.39530916931
MEL/DXB/CPH_KEF/OSL/DXB/MEL,1,7975.084111249305,3082.0,7975.084111249305
MEL/DXB/CPH_LGW/DXB/MEL,1,7651.4082415065095,2242.0,7651.4082415065095
MEL/DXB/CPH_LHR/DXB/MEL,3,22954.22472451953,2127.6666666666665,7651.4082415065095
MEL/DXB/CPH_OSL/DXB/MEL,1,7578.355140179086,3181.0,7578.355140179086
MEL/DXB/CPH_YUL/ORD/LAX/MEL,1,7517.959754428196,3236.0,7517.959754428196
MEL/DXB/CPT/DXB/MEL,5,26208.704223754634,2293.2200000000003,5241.740844750927
MEL/DXB/DAC/DXB/AMS,1,0.0,63.0,0.0
MEL/DXB/DAR/DXB/MEL,1,7133.165200901565,2483.0,7133.165200901565
MEL/DXB/DUB/AMS/DXB/MEL,1,7997.144701254122,2676.0,7997.144701254122
MEL/DXB/DUB/DXB/MEL,11,95160.79012416967,2992.090909090909,8650.980920379061
MEL/DXB/DUB_LHR/PER/MEL,1,7869.482598439366,3447.0,7869.482598439366
MEL/DXB/DUB_MUC/DXB/MEL,1,22307.752170490654,9200.0,22307.752170490654
MEL/DXB/DUB_STN/DXB/MEL,2,15796.105741481371,2134.0,7898.052870740686
MEL/DXB/DUR/DXB/MEL,1,8325.16035919459,3050.0,8325.16035919459
MEL/DXB/DUS/DXB/MEL,6,42488.607434134734,2860.7000000000003,7081.434572355789
MEL/DXB/DUS_BRU/DXB/MEL,1,7620.306426089884,2410.0,7620.306426089884
MEL/DXB/DUS_MAD/DXB/MEL,1,7732.41762119633,1942.0,7732.41762119633
MEL/DXB/EBB/NBO/DXB/MEL,1,7093.383809089601,2503.0,7093.383809089601
MEL/DXB/FCO,1,3641.4439468605688,1270.0,3641.4439468605688
MEL/DXB/FCO/DXB/CGK/MEL,1,0.0,0.0,0.0
MEL/DXB/FCO/DXB/MEL,41,273833.20346519974,2310.951219512195,6678.858621102433
MEL/DXB/FCO/DXB/NRT/MEL,1,4123.702910326511,2792.0,4123.702910326511
MEL/DXB/FCO_CDG/PER/MEL,4,-7459.372613759669,0.0,-1864.8431534399172
MEL/DXB/FCO_DUB/DXB/MEL,2,15279.670945958787,1785.5,7639.835472979394
MEL/DXB/FCO_DUS/DXB/MEL,2,14870.284259312035,1942.0,7435.1421296560175
MEL/DXB/FCO_FAO/LIS/DXB/MEL,1,7739.650601525775,3192.0,7739.650601525775
MEL/DXB/FCO_PRG/DXB/BNE,1,7338.943491274362,3891.0,7338.943491274362
MEL/DXB/FCO_SPU/FRA/DXB/MEL,5,38038.24355256675,2058.6,7607.648710513351
MEL/DXB/FCO_VCE/DXB/MEL,3,26306.145847848777,2822.3333333333335,8768.715282616258
MEL/DXB/FRA/DXB/MEL,15,160036.6846169379,3370.5333333333333,10669.11230779586
MEL/DXB/FRA/TLS_CDG/DXB/MEL,4,31221.882890095007,2390.0,7805.470722523752
MEL/DXB/FRA_ATH/DXB/MEL,2,14321.301052306935,2235.0,7160.650526153468
MEL/DXB/FRA_BRU/DXB/HND_NRT/MEL,2,33335.95882748559,8966.5,16667.979413742796
MEL/DXB/FRA_BRU/DXB/NRT/MEL,1,24788.022674144006,13970.0,24788.022674144006
MEL/DXB/FRA_CPH/DXB/MEL,1,7508.556879999913,3320.0,7508.556879999913
MEL/DXB/FRA_LHR/PER/MEL,1,7627.901055435804,2112.0,7627.901055435804
MEL/DXB/FRA_LHR/SIN/MEL,1,7554.486305091908,3308.0,7554.486305091908
MEL/DXB/FRA_VIE/DXB/BNE,1,7400.7854730911395,2402.0,7400.7854730911395
MEL/DXB/GLA,1,11545.580538993541,6143.0,11545.580538993541
MEL/DXB/GLA_ARN/DXB/MEL,1,7730.247727097493,2775.0,7730.247727097493
MEL/DXB/GLA_BCN/DXB/MEL,1,7814.150298919092,2362.0,7814.150298919092
MEL/DXB/GLA_LHR/DXB/MEL,1,7881.055366966482,3575.0,7881.055366966482
MEL/DXB/GVA,2,21899.792244096934,8066.5,10949.896122048467
MEL/DXB/GVA/DXB/ADD/DXB/MEL,1,8683.192885502263,104.0,8683.192885502263
MEL/DXB/GVA/DXB/MEL,12,114785.39770027064,4629.088333333333,9565.449808355886
MEL/DXB/GVA/DXB/SIN/MEL,1,7554.84795410838,2368.0,7554.84795410838
MEL/DXB/GVA_CDG/DXB/MEL,1,12195.146143899929,5645.0,12195.146143899929
MEL/DXB/GVA_CPT/JNB/SYD/MEL,1,6694.123294904074,2197.0,6694.123294904074
MEL/DXB/GVA_LHR/DXB/MEL,1,7675.638725610161,2198.0,7675.638725610161
MEL/DXB/GYD/DXB/ADL/MEL,2,0.0,125.0,0.0
MEL/DXB/GYD/DXB/MEL,3,25578.13376803891,6356.333333333333,8526.044589346304
MEL/DXB/HAM,1,3766.212857543546,1526.0,3766.212857543546
MEL/DXB/HAM/DXB/MEL,1,12051.074815445638,6410.0,12051.074815445638
MEL/DXB/HAM/DXB/SIN/MEL,1,7535.318907218871,3055.0,7535.318907218871
MEL/DXB/HAM_ATH/DXB/SIN/MEL,2,41601.42509045288,8899.5,20800.71254522644
MEL/DXB/HAM_BCN/DXB/MEL,1,0.0,365.7,0.0
MEL/DXB/HAM_CDG/PER/MEL,5,22752.42457332793,1875.8,4550.484914665586
MEL/DXB/HAM_MAD/DXB/MEL,1,22343.409336293706,12269.0,22343.409336293706
MEL/DXB/ISB_KHI/DXB/MEL,2,0.0,0.0,0.0
MEL/DXB/IST/DXB/MEL,2,13378.120417346927,2899.0,6689.060208673463
MEL/DXB/IST/DXB/SIN/MEL,1,6691.95340080524,2012.0,6691.95340080524
MEL/DXB/JED/DXB/MEL,1,17692.246679337,10527.0,17692.246679337
MEL/DXB/JNB,4,16439.117692769294,1112.25,4109.7794231923235
MEL/DXB/JNB/DXB/MEL,1,8219.558846384647,1962.0,8219.558846384647
MEL/DXB/KHI_IST/DXB/MEL,4,10049.119809614933,1291.4,2512.279952403733
MEL/DXB/KRK/DXB/MEL,1,7193.922235668927,3472.0,7193.922235668927
MEL/DXB/KRK_PRG/DXB/MEL,1,0.0,529.9,0.0
MEL/DXB/LCA/DXB/MEL,3,12779.229646068632,1975.5666666666666,4259.74321535621
MEL/DXB/LCA_FCO/DXB/MEL,1,6836.251358377726,2375.0,6836.251358377726
MEL/DXB/LCA_MAN/LHR/SIN/MEL,1,7047.816033014079,2299.0,7047.816033014079
MEL/DXB/LCA_MUC/DXB/MEL,1,6889.052114782697,2410.0,6889.052114782697
MEL/DXB/LCA_VCE/DXB/MEL,1,0.0,0.0,0.0
MEL/DXB/LCA_VIE/DXB/MEL,3,6812.744172307022,933.0,2270.9147241023406
MEL/DXB/LGW/DXB/MEL,2,15598.645378487441,2223.5,7799.322689243721
MEL/DXB/LGW_VIE/DXB/MEL,2,15035.196210823447,2707.0,7517.598105411724
MEL/DXB/LHE,3,9237.962476770917,1718.3333333333333,3079.320825590306
MEL/DXB/LHE/DXB/MEL,1,6231.93585185235,1885.0,6231.93585185235
MEL/DXB/LHR,1,3899.6613446218603,1176.0,3899.6613446218603
MEL/DXB/LHR/DXB/MEL,25,206676.83073287382,3144.64,8267.073229314952
MEL/DXB/LHR/DXB/SIN/MEL,2,15604.431762751,2053.0,7802.2158813755
MEL/DXB/LHR/IAD_BOS/LAX/MEL,1,26208.01686524195,14402.0,26208.01686524195
MEL/DXB/LHR/MEL,5,35398.61155040726,2726.498,7079.722310081452
MEL/DXB/LHR/SIN/MEL,4,49943.03025400313,4918.0,12485.757563500783
MEL/DXB/LHR/SYD/MEL,1,12599.008743342078,5490.0,12599.008743342078
MEL/DXB/LHR_ATH/DXB/MEL,1,7303.501887660063,2244.0,7303.501887660063
MEL/DXB/LHR_BLQ/DXB/MEL,1,7577.270193129668,2279.0,7577.270193129668
MEL/DXB/LHR_CDG/DXB/MEL,7,30984.641135289112,2131.342857142857,4426.377305041302
MEL/DXB/LHR_CPH/DXB/MEL,2,0.0,100.0,0.0
MEL/DXB/LHR_DUB/DXB/MEL,1,7898.052870740686,1981.0,7898.052870740686
MEL/DXB/LHR_FCO/DXB/MEL,1,7541.105291482432,2899.0,7541.105291482432
MEL/DXB/LHR_GVA/DXB/MEL,1,7565.697424602551,2893.0,7565.697424602551
MEL/DXB/LHR_LGW/DXB/MEL,2,15598.645378487441,2057.0,7799.322689243721
MEL/DXB/LHR_MUC/DXB/MEL,12,22781.718143662198,616.1666666666666,1898.4765119718497
MEL/DXB/LHR_STN/DXB/SIN/MEL,1,7802.2158813755,3038.0,7802.2158813755
MEL/DXB/LHR_VCE/DXB/MEL,1,7565.697424602551,1862.0,7565.697424602551
MEL/DXB/LIS/DXB/MEL,18,164775.4689601619,3256.144444444444,9154.192720008994
MEL/DXB/LIS/DXB/SIN/MEL,1,8100.214670948755,3531.0,8100.214670948755
MEL/DXB/LIS/OPO/LIS/DXB/MEL,2,8221.72874048348,1899.55,4110.86437024174
MEL/DXB/LIS_BCN/DXB/MEL,1,7881.4170159829555,1990.0,7881.4170159829555
MEL/DXB/LYS,1,3790.804990663669,1877.0,3790.804990663669
MEL/DXB/LYS/DXB/MEL,4,15163.219962654675,2241.5,3790.804990663669
MEL/DXB/LYS_BLQ/DXB/MEL,1,7468.413839171477,2484.0,7468.413839171477
MEL/DXB/LYS_GVA/DXB/MEL,1,7566.78237165197,2142.0,7566.78237165197
MEL/DXB/MAD/DXB/MEL,9,90478.84817564255,3643.777777777778,10053.205352849172
MEL/DXB/MAD/DXB/SIN/MEL,1,7880.3320689335405,2403.0,7880.3320689335405
MEL/DXB/MAD/JFK/LAX/MEL,1,8998.550827866191,2255.0,8998.550827866191
MEL/DXB/MAD/LPA/BCN/DXB/SIN/MEL,1,8660.047348448026,3716.0,8660.047348448026
MEL/DXB/MAD/LPA/MAD/DXB/MEL,1,8670.896818942201,3497.0,8670.896818942201
MEL/DXB/MAD_FRA/DXB/MEL,1,0.0,85.2,0.0
MEL/DXB/MAD_LHR/DXB/MEL,2,45460.78891854773,10091.0,22730.394459273866
MEL/DXB/MAN,5,14182.874040703971,1377.8,2836.574808140794
MEL/DXB/MAN/DXB/MEL,14,100638.72706781712,2783.285714285714,7188.48050484408
MEL/DXB/MAN/LHR/SIN/MEL,1,7792.813006947217,2468.0,7792.813006947217
MEL/DXB/MAN_DUB/DXB/MEL,1,7938.195911569122,1969.0,7938.195911569122
MEL/DXB/MAN_LHR/DXB/MEL,6,15678.93146014432,897.3333333333334,2613.1552433573866
MEL/DXB/MAN_LHR/MEL,5,22432.55225080134,2878.0,4486.510450160267
MEL/DXB/MAN_MAD/DXB/MEL,1,12604.794740468755,4607.0,12604.794740468755
MEL/DXB/MEL,7,60742.92812301184,4801.285714285715,8677.561160430263
MEL/DXB/MLA/DXB/MEL,1,7159.927228120525,3783.0,7159.927228120525
MEL/DXB/MUC/DXB/MEL,10,108499.00349706331,4341.4,10849.900349706331
MEL/DXB/MUC_ARN/DXB/MEL,1,0.0,0.0,0.0
MEL/DXB/MUC_CDG/DXB/MEL,1,7540.743642465957,2004.0,7540.743642465957
MEL/DXB/MUC_GVA/DXB/MEL,1,7470.22208425384,2295.0,7470.22208425384
MEL/DXB/MUC_HAM/DXB/MEL,1,7460.457560809085,2763.0,7460.457560809085
MEL/DXB/MUC_LHR/DXB/MEL,1,7593.906047887399,1711.0,7593.906047887399
MEL/DXB/MUC_OSL/DXB/MEL,2,21809.600589418627,4475.5,10904.800294709314
MEL/DXB/MXP,3,7435.503778672489,1030.6666666666667,2478.5012595574963
MEL/DXB/MXP/DXB/MEL,17,89118.2739371611,1934.8823529411766,5242.2514080682995
MEL/DXB/MXP/DXB/SIN/MEL,1,7438.396970804269,2514.0,7438.396970804269
MEL/DXB/MXP_BER/FRA/DXB/MEL,2,15143.690915765166,3683.0,7571.845457882583
MEL/DXB/MXP_ORD/LAX/MEL,1,7217.429421739634,2221.0,7217.429421739634
MEL/DXB/NBO,1,3469.299015019708,1668.0,3469.299015019708
MEL/DXB/NBO/ACC_CPT/DXB/MEL,1,0.0,93.3,0.0
MEL/DXB/NBO/ACC_LGW/DXB/MEL,1,8309.609451486276,3343.0,8309.609451486276
MEL/DXB/NBO/DXB/MEL,8,55508.784240315326,2652.0,6938.598030039416
MEL/DXB/NBO/KGL_BUQ/JNB/DXB/MEL,2,0.0,0.0,0.0
MEL/DXB/NCE/DXB/MEL,3,14874.624047509704,1928.3333333333333,4958.208015836568
MEL/DXB/OSL/BGO_LJU/DXB/MEL,1,7540.381993449483,4063.0,7540.381993449483
MEL/DXB/OSL/BOO_LHR/DXB/SIN/MEL,2,15819.251278535603,3037.0,7909.6256392678015
MEL/DXB/OSL/DXB/MEL,5,15306.432973177743,1044.3799999999999,3061.2865946355487
MEL/DXB/OSL/LHR/MEL,2,7888.649996312402,4537.75,3944.324998156201
MEL/DXB/OSL_CPH/DXB/MEL,1,7578.355140179086,3612.0,7578.355140179086
MEL/DXB/OSL_LHR/MEL,1,22104.296577379133,8723.0,22104.296577379133
MEL/DXB/PRG/DXB/MEL,8,55805.41834874103,2503.0,6975.677293592628
MEL/DXB/RUH/DXB/MEL,5,22236.33739395996,3324.2,4447.267478791991
MEL/DXB/RUH_AHB/DXB/MEL,3,28776.12838862974,5775.333333333333,9592.042796209913
MEL/DXB/SAW/DXB/MEL,1,6683.997122442847,1800.0,6683.997122442847
MEL/DXB/STN/DXB/MEL,6,38996.6134462186,2176.0016666666666,6499.435574369767
MEL/DXB/STN/DXB/SIN/MEL,1,7802.2158813755,2731.0,7802.2158813755
MEL/DXB/STN_LGW/DXB/MEL,1,7799.322689243721,1757.0,7799.322689243721
MEL/DXB/STN_LHR/DXB/SIN/MEL,1,7802.2158813755,2633.0,7802.2158813755
MEL/DXB/STN_MAN/DXB/SIN/MEL,2,7842.358922203936,1055.15,3921.179461101968
MEL/DXB/TBS/DXB/MEL,1,6270.270647598425,3182.0,6270.270647598425
MEL/DXB/TNR,1,3730.7712539292506,3179.0,3730.7712539292506
MEL/DXB/VCE,2,7332.0721599613835,1338.0,3666.0360799806917
MEL/DXB/VCE/DXB/MEL,8,57922.51902013166,2909.875,7240.314877516457
MEL/DXB/VCE_AMS/DXB/MEL,1,7495.899164423379,2860.0,7495.899164423379
MEL/DXB/VCE_BER/FRA/DXB/MEL,1,7520.12964852703,3916.0,7520.12964852703
MEL/DXB/VCE_BHD/MAN/DXB/MEL,1,7669.852341346603,3673.0,7669.852341346603
MEL/DXB/VCE_CDG/DXB/MEL,6,15025.070038362224,907.3333333333334,2504.1783397270374
MEL/DXB/VCE_LHR/DXB/MEL,1,7565.697424602551,3513.0,7565.697424602551
MEL/DXB/VCE_MAN/DXB/MEL,1,7605.840465430987,4240.0,7605.840465430987
MEL/DXB/VCE_TRS/FCO/DXB/MEL,1,7410.188347519421,2580.0,7410.188347519421
MEL/DXB/VIE,1,3617.936760789863,1290.0,3617.936760789863
MEL/DXB/VIE/DXB/MEL,15,94066.35578053644,2290.7706666666663,6271.090385369096
MEL/DXB/VIE/DXB/SIN/MEL,2,14477.53342742301,2190.5,7238.766713711505
MEL/DXB/VIE/INN_MXP/DXB/MEL,1,7426.100904244207,4171.0,7426.100904244207
MEL/DXB/VIE/LHR/SIN/MEL,3,0.0,3658.0,0.0
MEL/DXB/VIE_AMS/DXB/MEL,2,14895.5996904651,3050.0,7447.79984523255
MEL/DXB/VIE_ATH/DXB/MEL,1,7021.777303828069,3201.0,7021.777303828069
MEL/DXB/VIE_CDG/DXB/MEL,1,7464.43569999028,2477.0,7464.43569999028
MEL/DXB/VIE_GVA/DXB/MEL,1,7393.914141778167,2369.0,7393.914141778167
MEL/DXB/VIE_LGW/DXB/MEL,1,7517.598105411724,1918.0,7517.598105411724
MEL/DXB/VIE_LHR/MEL,1,7413.804837684146,2035.0,7413.804837684146
MEL/DXB/VIE_LHR/SIN/MEL,3,14831.226165533015,1273.0,4943.742055177671
MEL/DXB/VIE_LHR/SYD,1,0.0,0.0,0.0
MEL/DXB/VIE_LYS/DXB/MEL,1,7408.741751453531,1980.0,7408.741751453531
MEL/DXB/VIE_MUC/DXB/MEL,1,7312.181464055401,2860.0,7312.181464055401
MEL/DXB/VIE_ZRH/DXB/MEL,2,7358.110889147396,996.6,3679.055444573698
MEL/DXB/WAW_BCN/DXB/MEL,1,7438.0353217877955,2732.0,7438.0353217877955
MEL/DXB/YYZ/YOW/YYZ/DXB/MEL,1,10486.374881633634,4586.0,10486.374881633634
MEL/DXB/ZRH/DXB/MEL,5,51613.53471716297,4734.4,10322.706943432593
MEL/DXB/ZRH/DXB/PER/MEL,1,7451.777984413747,2589.0,7451.777984413747
MEL/DXB/ZRH_ATH/DXB/MEL,1,7144.014671395739,3185.0,7144.014671395739
MEL/DXB/ZRH_BLQ/DXB/MEL,1,7417.782976865341,3186.0,7417.782976865341
